slope_deg,depth_to_slip_surface_m,cohesion_kpa,friction_angle_deg,unit_weight_kn_m3,porosity,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,antecedent_precip_index,saturation_ratio,pore_pressure_kpa,factor_of_safety,cohesion_contribution,friction_contribution,pore_pressure_contribution,failure_probability_physics,landslide_occurred,risk_level
56.4373629133578,1.519969144315728,9.331734531763946,24.44633298617454,18.35871095628925,0.3562095550642086,48.23744011247743,124.86635848151492,219.73941475060198,160.8085488607028,0.2970084431966122,1.353581774731797,0.9796564705532634,0.7409922751196029,0.2590077248803972,0.046584678184246976,0.5203323110663715,1,Critical
36.33270638512314,0.9229277062773387,7.762174165417634,24.951253244077467,20.113308592288536,0.4200053081527924,12.635100775759064,24.86192421378401,48.345660002494554,34.76976859243554,0.08969729294616306,0.5270409818257756,1.4810485853377064,0.5915344409677512,0.40846555903224885,0.018344559792857373,0.12739457239406776,0,Moderate
61.51587519468295,0.8758050972049669,8.641194729532883,24.949923484260317,20.14839867986796,0.33515832848127985,7.432599932253304,21.057750534237428,49.94633908558887,33.45827221961553,0.11398455932231588,0.22274343328659876,1.4066397819463408,0.8304966198680005,0.1695033801319995,0.009861562488260386,0.16430227161952463,1,Moderate
51.842081743561835,0.532702221494344,6.5986595714593,28.397625763479965,15.43777271310548,0.3087220885954847,36.56014831397296,82.033771188541,148.56045227584147,108.47606830100604,0.6596016321701218,1.3157539729311134,1.8984152468294255,0.8700242303095872,0.12997576969041283,0.08574871634400252,0.026761601460316985,0,Low
15.650640873258972,3.9242472285079986,4.7458111027304675,34.58349626856953,16.978717856782044,0.27899624935762724,10.476961102575922,20.653593970247208,46.74906386662068,32.17483398828325,0.02938742875092722,1.0489902112653686,2.6932690516260847,0.10180800886663342,0.8981919911333665,0.015277288398606335,0.0011428619021658444,0,Low
68.53734109820536,2.792783157646517,11.81453807164652,22.555751950218614,15.80551410137689,0.47318357781076376,69.77694260335925,175.8437134821391,290.62957030482283,217.326626261664,0.16445461198211403,0.6032046641703238,0.9326365482042148,0.8427775906733742,0.15722240932662582,0.01755844588282114,0.5669588105145618,1,Critical
55.66838211942118,1.6243299172203276,7.131132167606711,31.471835925253778,19.2363313967432,0.40665492581917323,0.5650802057780281,1.1267831580956258,1.7764366571956387,1.3673544647979927,0.0020700499823086646,0.010491904126813147,0.9076539340138995,0.5398939218133699,0.46010607818663013,0.00048599651571743744,0.5913101865193556,0,Critical
57.16385831661723,2.526775089920171,12.826541358672971,38.34981460460389,18.662159902873288,0.46666774643674624,14.834385620046406,43.534323559241315,89.78488863178609,62.354615404634465,0.0528803391596652,0.3853986999906456,1.0934140474061698,0.5460227696044833,0.45397723039551674,0.012813790651990002,0.40765785356155304,0,High
17.686817960532753,2.6667588247598872,7.816629083063226,25.52658555730684,20.703528620453994,0.44136819712886166,6.487181420385515,14.244955188904386,33.75594241258671,22.836782735467718,0.019402162697444252,0.4607272001015806,1.9728866160243288,0.24791978230983922,0.7520802176901608,0.006929947197664393,0.020005367852179604,0,Low
37.02315627373403,1.140251358638504,7.920120456379515,26.796181311199057,16.91638472690743,0.441174367319885,17.73864459980052,43.65443159783876,61.998081779443915,48.9388886389356,0.09728440607675806,0.6936580480782403,1.4859897346116193,0.5747720983194217,0.4252279016805783,0.024793765153155452,0.12521356986250048,0,Moderate
32.247881453954875,1.5110386354374505,5.17398031403745,26.877530756511558,17.187985516623602,0.3374913920266586,10.21001696233313,30.53621881483347,50.98554599397398,37.71195212652867,0.07395043684717856,0.7840916315502865,1.2108948496579557,0.36456490556815413,0.6354350944318458,0.0272389581330083,0.3007814572319649,1,High
65.60589933091612,2.415472138838239,7.884682565678268,37.30602457278346,17.129092032329876,0.44441831143416355,2.3582181009505776,5.8540031434342,12.6712403872128,8.738254008950955,0.00814011774773517,0.032902148004551254,0.850574957717368,0.5956431580704277,0.40435684192957244,0.0018903307247375824,0.6451299650828201,0,Critical
48.63190720483987,3.4392807479271488,11.646828392091152,30.629757664903334,18.94915399514717,0.3084567615432011,8.693003257246941,20.318965985227646,37.186299527927275,27.008738347380355,0.025459060542820412,0.37518258918120795,0.874860677276936,0.411851655880289,0.5881483441197111,0.00779421406207345,0.6225902876897346,0,Critical
59.3656967962498,0.9535603281374976,7.441201266674849,34.35545349370486,18.792057246093435,0.4245069214731334,62.372289038162684,101.89667578303187,172.31079212052728,131.1750759400492,0.3240547361075285,0.7870829583658286,1.283463878823508,0.737947202295117,0.262052797704883,0.05065381918770867,0.24345028124153864,0,High
36.604851929639864,3.5041751083266206,8.792669065471916,26.99277311157079,15.65206724740467,0.5243125839815039,8.435408483985189,15.065974700406622,34.24156184362919,23.65918333955469,0.012877266030678935,0.28527090468502425,1.01510602208692,0.32991549171966444,0.6700845082803355,0.005422611487285315,0.484898572331541,1,High
23.634323307086614,2.6314513804954514,14.471948278329055,34.4797677776838,14.437054732615902,0.3864507062585144,15.369106113784392,34.18853937855659,63.808759149837,46.175734274480966,0.04540716151229152,0.9837755686505399,2.558156538006456,0.40545109469196805,0.5945489053080318,0.018576743495359777,0.0019604357442782948,0,Low
43.27508722095009,2.2138077046544944,3.173758005078847,29.38404348699989,17.549149441643166,0.5407135727589827,44.19156812385969,99.25965148553078,149.94892836192713,116.34407741947828,0.09719347590918533,1.1189053487914895,0.729258368279669,0.22444716589537758,0.7755528341046224,0.04265696971139889,0.7470549603940205,1,Critical
13.829035366250519,1.0037913995972656,4.2409050413848615,38.493158326786435,15.636717023495693,0.4522111530798071,14.021669390152455,22.5910162720075,50.834607092746595,35.42740965009879,0.07804672043261127,0.7246319373370704,4.236516843096552,0.27478375179571746,0.7252162482042825,0.03599386772316064,2.385576466101513e-06,0,Low
59.657870319554924,2.4246634994387013,9.195739970999652,34.30350794614325,17.185347395164893,0.46639213515049377,7.953981651408511,14.459434116801642,28.58885553391627,20.548326955549985,0.018170788528069578,0.11029509392199213,0.9014027914324607,0.5615701058336814,0.43842989416631856,0.004574269442514877,0.5973387738393067,0,Critical
47.899863947323894,1.7377106271705038,1.13885949690376,38.33519328902225,18.755878699139302,0.28712230598409383,40.82236255289725,113.66061160127357,215.96118835117358,153.88516261896714,0.3084269765068308,2.363217001930216,0.6694836788606041,0.10492381129683617,0.895076188703164,0.1468783568982779,0.7895251108348673,1,Critical
55.48526440512243,1.1613850799067764,10.039542912330916,35.50380920865028,15.50569519841511,0.5111676718142246,21.633444577623813,58.43257922352346,103.55798786869039,75.47541334922197,0.12713521956393142,0.465041941078041,1.6452082636159857,0.7258019763695263,0.27419802363047374,0.02342244054674812,0.07038220583529631,0,Moderate
31.2715580877921,3.5799070620531173,4.7910816957457865,25.676123520819704,15.849342727678202,0.3650431486107612,23.38224742647327,63.94752126494497,132.6896728026073,92.23380595800538,0.0705787846642994,1.810753067950022,0.9473252917772327,0.200901201515807,0.799098798484193,0.03521768082819235,0.5524806993849818,1,Critical
68.2418814636942,2.11200427766963,6.186123264602266,38.32196747041656,17.66395897516663,0.4456365532055428,24.017396444455265,58.99953471948603,79.66500068224502,64.0849469596109,0.06808954448052795,0.19384907129520568,0.7851700391426704,0.6134231253075538,0.3865768746924461,0.014965458614922598,0.702518530559384,1,Critical
63.58726727933186,0.779146112794251,11.382373997135312,38.284513720918355,22.0,0.4115078953607774,55.3544111669962,88.99088999291708,194.2721946499136,136.5860704975272,0.4259997350370506,0.6443081478944225,1.9843257044882838,0.8399622358088261,0.16003776419117383,0.03617177177780484,0.019127735903192028,0,Low
56.70300982442571,1.5574854225323398,2.9677690114039335,23.267638006525317,16.770675837547387,0.37334167261532,46.78864720057565,110.63657430852457,248.92511776788612,170.203656972013,0.2927105845029396,1.3478536772160945,0.48168306752538986,0.514064155093801,0.48593584490619907,0.09123254693828194,0.8882776641361608,1,Critical
21.678322471118054,1.135267080501374,0.5,29.671244894069034,19.130269641253303,0.4692619577956277,59.43022925558867,102.90826000270125,137.37142133231418,113.61813605544083,0.21327220864037025,2.0511026346106433,1.3435549981733448,0.04991845506836176,0.9500815449316382,0.10447696277110652,0.20193889868535614,0,Moderate
38.00326022362205,3.787358079253949,0.5,26.140886647565477,15.166701765873684,0.3441355588543095,12.684331334012155,20.54238761687401,42.69922734327694,30.442099037646194,0.023356549093692124,0.538815057058088,0.6365487998660976,0.02818540912242342,0.9718145908775766,0.01468773798357798,0.8105833059296731,1,Critical
12.628225947233727,1.3507168992450236,9.125676284423063,31.89286255585958,20.849228266547488,0.37789810455150374,30.58098334077204,82.40983038137,188.11264033781595,127.48690830350328,0.24976210224621162,3.1512994925007027,3.97002229865349,0.38260891713036604,0.617391082869634,0.07597067278924832,6.926914226064324e-06,0,Low
19.25736952405287,2.2723884764660345,11.354548205575544,30.926228220061684,17.582349983739718,0.36692607228608354,49.642986140641085,102.41960670924239,223.3499009420863,154.96826074037415,0.18585814916596255,3.6924962672200077,2.4497938079102135,0.3725811177846002,0.6274188822153999,0.06767737725760013,0.003020899322284357,0,Low
50.982937194547276,3.1093287189210868,3.6963815168822958,32.57574272968465,18.09375272910351,0.5133471584542053,13.956606944910163,23.123175646979778,51.63416314869188,36.00368409252539,0.022556366452643348,0.2726890667128943,0.6457029006739436,0.2080268841244328,0.7919731158755673,0.009710156299008696,0.8048972673761094,1,Critical
54.685729354469025,1.0547880670717995,12.241672589607841,26.88381362089761,16.59287211232522,0.6,27.736193950284697,78.65310638569314,115.87685901239523,89.6274458337329,0.141619990609311,0.48967275221116024,1.8119140506042262,0.8183819452756755,0.1816180547243245,0.016325191114741018,0.03741119979830851,0,Low
68.0505839460526,2.0312065846223915,7.71821766470973,22.636446405078864,17.21224538770104,0.5070534699690614,11.995387746177816,24.03316492607224,56.32972283991815,38.37577730601103,0.03726055590277749,0.10373441391939366,0.8012501770666645,0.7947151118658511,0.20528488813414897,0.004434349107277636,0.6889037661845461,1,Critical
29.549521488289116,2.7864849096010365,8.130614679712918,24.22262964656771,21.29542404323686,0.4490619621232109,36.29300168705374,58.8861132552244,99.38158033011788,75.74488005744554,0.060532737798365766,1.2522308496475891,1.0908225779164378,0.29277936924936426,0.7072206307506358,0.019883286577175384,0.41016330826881503,0,High
32.227582362092136,3.586838035287238,11.665791733332979,33.626124502592056,16.49192714970215,0.4980714681305214,7.771484764229526,15.91341114059281,30.755153300144553,22.11299326391419,0.012377818292909647,0.3116739074467993,1.4843512542715414,0.2945088631281097,0.7054911368718904,0.005205662557647529,0.12593321961708556,1,Moderate
38.17334867654847,2.7893611026035736,0.834201115532653,25.825407520059404,17.236436665119985,0.5186639417381429,24.427756099314006,45.82351045838998,83.47886380763283,61.441823979150016,0.04246912398288226,0.7182105335171124,0.63643114944278,0.05611076760963253,0.9438892323903674,0.02284574197853257,0.810655550616506,1,Critical
21.368281545057144,0.7802934683520206,10.542342667729903,22.45279008403326,18.256319692079845,0.39425140426313315,26.638190747103486,61.79181576265242,141.44844965625424,96.34708895712099,0.3131896312766167,2.0790937648009162,3.059496699134584,0.7128757267292366,0.28712427327076334,0.054908069038760415,0.00026434613989933446,0,Low
17.7952903201283,1.6254651208926931,0.5742460155021982,25.677459030072406,18.033454532466063,0.4081628120402426,20.78459673825067,40.95299601093535,59.239669738013056,47.0710729835715,0.07094846590146481,1.0256626388753034,1.5073975830796704,0.04466101564031374,0.9553389843596862,0.03693514659398946,0.11613096561740645,0,Moderate
38.542295573556025,1.7282627065273795,1.4318973802461397,34.3328276868091,17.564746419122216,0.4824021052132137,24.494159065180217,66.11946617243478,112.06145647289813,82.84666525657826,0.099370180428023,1.0306546632322946,0.9065469012666268,0.10676490177529177,0.8932350982247083,0.049868920633361645,0.5923798652475886,1,Critical
23.614560943053046,1.858957072304224,2.0640608836350784,25.465245425700243,17.745974370616697,0.3592033523781285,22.110966472964108,46.052871878213566,85.90840353748287,62.3893518970608,0.09343309416147356,1.4304657429966634,1.2035013223330713,0.14164335885780494,0.858356641142195,0.04466080865862266,0.30703765018578993,0,High
50.18883968095062,3.7956648872886545,10.244671431351152,32.32000183707243,20.22795118510285,0.4488374443182157,51.28877461236747,114.61470824712737,225.18033980467138,160.3986339806854,0.09415073655529269,1.4371180121640905,0.7745464194425066,0.3502707555080137,0.6497292444919864,0.030149165759553533,0.7113222036546407,1,Critical
36.22911513233984,0.6249617325590312,10.476870247777391,30.0717899468949,19.353158076447013,0.42484647521137103,116.74507433742953,204.6958783203463,271.92121674635547,225.11592693591336,0.8478534188490258,3.382395192773605,2.267569804370542,0.8012648253930035,0.19873517460699655,0.13027105509528158,0.0062414656615712065,0,Low
59.960691763470244,1.5576076503466825,11.329994719002594,30.62195340917694,17.037187256115875,0.2622064470544131,33.3974189286721,63.69365405261163,84.52088403035671,69.56283377289324,0.17032399185729494,0.6521901436574384,1.2939274610140017,0.7614119233247887,0.23858807667521134,0.02528719643969012,0.2358244543083673,0,High
52.01590612013495,2.223595724667195,7.626231546000475,31.939112864498142,18.32011446949379,0.29060037019832086,10.121205147368324,19.87602872146279,26.888315450587786,21.918948549911118,0.033920927839793405,0.2802643085259378,0.8638606258327753,0.4467539114591192,0.5532460885408809,0.010131307149080416,0.632871969272764,1,Critical
28.741998482922465,0.8023860848555013,6.2652853051276445,22.648906566175935,19.532981550553004,0.45248522313238065,27.70918821075631,64.35170266345888,125.42044582241465,89.38969707503138,0.24620659101337394,1.4898657230334078,1.6148710064713665,0.5871231324036845,0.4128768675963156,0.05504945600413393,0.07874776117796345,1,Moderate
59.93558808371206,2.1923828625576647,9.76227659113055,31.36439466263847,18.080621399318858,0.3986727039468865,37.899184590220415,66.85415470733894,155.7879028791683,106.97778327568585,0.12239415932259015,0.6606557320464743,0.8974202368832848,0.6329400267059844,0.36705997329401563,0.02544499237044182,0.6011643791767747,0,Critical
58.28586144980811,0.8749512102369288,7.158708060798666,28.016055645194147,15.005755898326477,0.3642219400226801,12.327890737018228,27.326432025966003,39.02036521304633,30.923617426164,0.09703766795402971,0.23016470218197196,1.5272151344128426,0.7983677957970686,0.2016322042029315,0.013473601311899713,0.10823860200760715,1,Moderate
33.24870274181047,3.4322377514467464,8.565885744307387,28.204577783083504,20.699871513340856,0.4707356990522505,3.5638797751692084,6.3552779486570365,14.14130297988938,9.829580738250034,0.0060838779795548345,0.14326812410317502,1.0786193352660687,0.24378098282367378,0.7562190171763262,0.0021818998477755053,0.422022248607926,0,High
27.299686235814647,1.4452953715387917,7.436108494397407,27.55511876867666,14.8709806427737,0.4793842568368452,13.051462418952914,37.582985091444094,77.57534513404256,53.899436711869654,0.07779359587649348,0.87096636352853,1.807984067637325,0.4695291626086191,0.5304708373913809,0.027895068706776903,0.03798143465481417,0,Low
50.94973023849853,2.3305391387682786,7.50289992245529,28.558797245934883,22.0,0.5711536209115986,27.969775987701667,44.84979589914089,99.81618956588946,69.80098974579928,0.052438739675137354,0.47584060995621313,0.7303186985950995,0.40954532032899976,0.5904546796710002,0.013940043971707495,0.7462526645394165,1,Critical
18.38514901655859,2.664112490297093,15.858092643919381,31.66115721306134,17.708958862192922,0.3454826890709108,142.8194399618209,259.58605037123465,514.6219246249972,369.58899593670384,0.40155050990936214,9.450516471879771,2.5657173536778544,0.4377072345297176,0.5622927654702823,0.13856902610275748,0.0019021444515851657,0,Low
21.9944921485065,1.570039659699903,11.342098684033527,33.735452504248464,21.15758170351489,0.4015679312024632,17.4094963232784,29.890076676026343,39.614498391863,32.88020048103248,0.05215126052618313,0.6905734731502747,2.5966153802191245,0.378664289441654,0.621335710558346,0.01516313400008066,0.001681373417065639,0,Low
10.44173618506033,1.7296014492399028,9.642113100736,34.329552706389336,16.92294123917424,0.6,15.67940736741636,28.90301293326718,58.686840553808096,41.81138590866002,0.040290000418636535,0.661161877220374,5.467373194996443,0.33804961783070986,0.6619503821692903,0.015583262300438995,1.7353132534028666e-08,0,Low
57.2154626501283,2.2868061887004982,6.1941977370003904,42.0,19.387380591005595,0.4034973881588801,11.955935323964658,28.867098521543067,47.14556471501965,35.4696571386446,0.03844031193803736,0.25284377445135187,0.8755529629214154,0.3505282370202012,0.6494717629797989,0.012719446936512214,0.6219393972265639,0,Critical
49.89105139552193,3.31902144595817,7.971842610492861,30.342709837249345,15.370774138674777,0.45582394941743626,70.8217942292045,151.40135521664394,249.41627061721434,188.32187876881324,0.12447828024661912,1.682178906638445,0.7710320040148483,0.4113116940686952,0.5886883059313047,0.04834823187442052,0.7142002478559665,1,Critical
